,UID,SITE_ID,STATE,DATE_COL,Ammonia,Chlorophyll A,Dissolved Inorganic Nitrogen,Dissolved Inorganic Phosphate,Dissolved Silica,Nitrate,Nitrate/Nitrite,Nitrite,Nitrogen Particulate,Phosphorus Particulate,Total Dissolved Nitrogen,Total Dissolved Phosphorus,Total Kjeldahl Nitrogen,Total Nitrogen,Total Phosphorus,WTBDY_NM,EPA_REG,NCA_REGION,STATION_DEPTH
154,468,NCCAGL10-1076,MI,6/8/2010,0.005,0.42,0.259,0.004,,,0.254,,,,,,,0.33625,0.005025,Lake Michigan,5,Great Lakes,11.4
155,469,NCCAGL10-1073,MI,7/6/2010,0.01,0.76,0.147,0.004,,,0.137,,,,,,,0.32125,0.00434875,Lake Michigan,5,Great Lakes,5.0
156,471,NCCAGL10-1067,MI,7/7/2010,0.007,0.3,0.227,0.006,,,0.22,,,,,,,0.37125,0.00338,Lake Michigan,5,Great Lakes,16.5
157,472,NCCAGL10-1064,MI,6/7/2010,0.006,0.23,0.188,0.003,,,0.182,,,,,,,0.27875,0.00422875,Lake Michigan,5,Great Lakes,19.7
158,473,NCCAGL10-1054,MI,6/9/2010,0.012,0.42,0.165,0.006,,,0.153,,,,,,,0.34,0.00656125,Lake Michigan,5,Great Lakes,1.3
159,485,NCCAGL10-1046,MI,6/4/2010,0.003,0.23,0.218,0.004,,,0.215,,,,,,,0.29375,0.00291125,Lake Michigan,5,Great Lakes,12.5
160,486,NCCAGL10-1042,MI,7/7/2010,0.005,0.34,0.328,0.006,,,0.323,,,,,,,0.4225,0.00278625,Lake Superior,5,Great Lakes,6.3
161,487,NCCAGL10-1038,MI,7/7/2010,0.002,0.34,0.332,0.005,,,0.33,,,,,,,0.41625,0.00278375,Lake Superior,5,Great Lakes,10.0
162,488,NCCAGL10-1032,MI,6/28/2010,0.004,0.99,0.308,0.003,,,0.304,,,,,,,0.408125,0.00430925,Lake Superior,5,Great Lakes,7.7
163,489,NCCAGL10-1025,MI,6/27/2010,0.003,1.39,0.322,0.002,,,0.319,,,,,,,0.438125,0.006830375,Lake Superior,5,Great Lakes,15.7
164,490,NCCAGL10-1006,MI,6/28/2010,0.004,0.45,0.338,0.004,,,0.334,,,,,,,0.423875,0.00326925,Lake Superior,5,Great Lakes,17.0
165,494,NCCAGL10-1003,MI,6/15/2010,0.001,0.89,0.346,0.005,,,0.345,,,,,,,0.4025,0.00249875,Lake Superior,5,Great Lakes,9.75
166,495,NCCA10-2120,CA,7/13/2010,0.026,2.43,0.041,0.028,,,0.015,,,,,,,0.21125,0.0409975,Newport Bay,9,West Coast,3.2
167,496,NCCA10-2116,CA,7/14/2010,0.0,2.48,0.011,0.01,,,0.011,,,,,,,0.26875,0.03269,Long Beach Harbor,9,West Coast,14.8
168,497,NCCA10-2112,CA,7/14/2010,0.0,3.34,0.011,0.013,,,0.011,,,,,,,0.365,0.04183125,Long Beach Harbor,9,West Coast,13.6
169,498,NCCA10-1202,GA,7/20/2010,0.009,21.05,0.075,0.069,,,0.066,,,,,,,0.6825,0.1312875,Mud River,4,East Coast,1.5
170,499,NCCA10-1131,CA,7/15/2010,0.0,4.4,0.01,0.016,,,0.01,,,,,,,0.25125,0.03651125,Los Angeles Harbor,9,West Coast,16.3
171,500,NCCA10-1128,CA,7/15/2010,0.0,3.68,0.01,0.007,,,0.01,,,,,,,0.30375,0.03835,Los Angeles Harbor,9,West Coast,7.4
172,501,NCCA10-1120,CA,7/13/2010,0.016,2.21,0.105,0.026,,,0.089,,,,,,,0.24,0.03525875,Dana Point Harbor,9,West Coast,6.0
173,502,NCCA10-1117,CA,7/15/2010,0.001,3.58,0.011,0.011,,,0.01,,,,,,,0.24125,0.03186625,Los Angeles Harbor,9,West Coast,20.5
174,503,NCCA10-1113,CA,7/14/2010,0.0,2.65,0.012,0.014,,,0.012,,,,,,,0.28125,0.03466625,Long Beach Harbor,9,West Coast,16.4
175,504,NCCA10-1109,CA,7/14/2010,0.0,2.05,0.012,0.01,,,0.012,,,,,,,0.255,0.02892875,Long Beach Harbor,9,West Coast,13.6
176,506,NCCA10-1045,NH,7/7/2010,0.016,1.58,0.053,0.026,,,0.037,0.0,,,,,,0.444,0.031,Little Bay,1,East Coast,3.0
177,511,NCCA10-1044,NH,7/12/2010,0.028,1.8,0.079,0.029,,,0.051,0.0,,,,,,0.556,0.034,Little Harbor,1,East Coast,0.8
178,512,NCCA10-1043,NH,7/19/2010,0.012,5.39,0.038,0.018,,,0.026,0.0,,,,,,0.951,0.048,Great Bay,1,East Coast,2.0
179,513,NCCA10-1041,NH,7/13/2010,0.007,4.57,0.086,0.023,,,0.079,0.0,,,,,,0.492,0.025,Piscataqua River,1,East Coast,0.3
180,514,NCCA10-1038,NH,7/8/2010,0.0,1.85,0.011,0.028,,,0.006,0.0,,,,,,0.295,0.045,Little Bay,1,East Coast,1.5
181,515,NCCA10-1036,NH,7/15/2010,0.017,1.43,0.179,0.021,,,0.162,0.006,,,,,,0.58,0.033,Piscataqua River,1,East Coast,1.4
182,516,NCCA10-1229,WA,7/13/2010,0.004,0.85,0.01,0.013,,,0.006,,,,,,,0.1575,0.02451125,Hood Canal,10,West Coast,73.0
183,517,NCCAGL10-1180,PA,7/12/2010,0.008,2.66,0.189,0.004,,,0.181,,,,,,,0.38625,0.006725,Lake Erie,3,Great Lakes,11.7
184,518,NCCAGL10-1176,PA,7/13/2010,0.007,2.79,0.114,0.004,,,0.107,,,,,,,0.3025,0.00299125,Lake Erie,3,Great Lakes,17.0
185,519,NCCAGL10-1173,PA,7/12/2010,0.008,2.71,0.194,0.004,,,0.186,,,,,,,0.3825,0.00439625,Lake Erie,3,Great Lakes,13.9
186,520,NCCAGL10-1146,PA,7/13/2010,0.007,1.37,0.167,0.004,,,0.16,,,,,,,0.36125,0.004505,Lake Erie,3,Great Lakes,1.1
187,521,NCCA10-1568,CT,7/15/2010,0.0,3.9,0.004,0.019,,0.0,0.004,0.004,,,,,,0.234,0.046,Long Island Sound,1,East Coast,29.1
188,522,NCCA10-1567,CT,7/14/2010,0.0,6.8,0.004,0.038,,0.0,0.004,0.004,,,,,,0.248,0.07,Long Island Sound,1,East Coast,1.9
189,538,NCCAGL10-2055,WI,7/7/2010,0.0,0.0,0.307,0.0,,,0.307,,,,,,0.0,0.307,0.0024,Lake Michigan,5,Great Lakes,9.5
190,539,NCCAGL10-1082,WI,7/6/2010,0.0,0.0,0.294,0.0,,,0.294,,,,,,0.19,0.484,0.0027,Lake Michigan,5,Great Lakes,19.0
191,540,NCCAGL10-1081,WI,7/1/2010,0.0,0.5,0.251,,,,0.251,,,,,,0.0,0.251,0.0028,Lake Michigan,5,Great Lakes,13.5
192,541,NCCAGL10-1071,WI,7/6/2010,0.017,0.0,0.345,0.0,,,0.328,,,,,,0.17,0.498,0.0027,Lake Michigan,5,Great Lakes,21.5
193,542,NCCAGL10-1059,WI,7/1/2010,0.0,0.0,0.259,,,,0.259,,,,,,0.0,0.259,0.0025,Lake Michigan,5,Great Lakes,12.5
194,544,NCCAGL10-1048,WI,6/30/2010,0.0,0.6,0.279,0.0,,,0.279,,,,,,0.15,0.429,0.0069,Lake Michigan,5,Great Lakes,7.8
195,545,NCCA10-1654,FL,6/24/2010,0.005,15.06,0.035,0.022,,,0.03,,,,,,,0.713125,0.049043125,Gasparilla Bay,4,Gulf Coast,1.0
196,546,NCCA10-1650,FL,6/24/2010,0.0,4.24,0.047,0.009,,,0.047,,,,,,,0.348125,0.029493125,Pine Island Sound,4,Gulf Coast,3.2
197,547,NCCA10-1482,FL,6/24/2010,0.0,2.5,0.017,0.026,,,0.017,,,,,,,0.261875,0.017600375,St. Joseph Bay,4,Gulf Coast,8.2
198,551,NCCA10-1478,FL,6/25/2010,0.0,2.13,0.013,0.005,,,0.013,,,,,,,0.273375,0.01146275,West Bay (St. Andrew),4,Gulf Coast,3.51
199,552,NCCA10-1474,FL,6/25/2010,0.0,1.51,0.014,0.004,,,0.014,,,,,,,0.2275,0.009526125,St. Andrew Bay,4,Gulf Coast,10.5
200,553,NCCA10-1305,FL,6/24/2010,0.003,8.0,0.01,0.055,,,0.007,,,,,,,0.435625,0.04783375,St. George Sound,4,Gulf Coast,1.4
201,554,NCCA10-1175,FL,6/30/2010,0.002,4.02,0.012,0.021,,,0.01,,,,,,,0.297125,0.032110625,Indian River Lagoon,4,East Coast,1.3
202,555,NCCA10-1173,FL,6/28/2010,0.007,49.58,0.021,0.043,,,0.014,,,,,,,1.188,0.0471385,Banana River,4,East Coast,0.58
203,556,NCCA10-1172,FL,6/30/2010,0.073,4.04,0.081,0.04,,,0.008,,,,,,,0.5855,0.08838525,Indian River Lagoon,4,East Coast,1.25
204,557,NCCA10-1169,FL,6/28/2010,0.004,13.99,0.019,0.052,,,0.015,,,,,,,1.565,0.065768625,Newfound Harbor,4,East Coast,1.0
205,558,NCCA10-1168,FL,7/1/2010,0.002,16.16,0.011,0.01,,,0.009,,,,,,,0.794875,0.101277625,Indian River Lagoon,4,East Coast,1.92
206,559,NCCA10-1167,FL,6/28/2010,0.004,12.07,0.018,0.057,,,0.014,,,,,,,0.848125,0.095840375,Indian River Lagoon,4,East Coast,3.04
207,567,NCCA10-2661,FL,7/19/2010,0.014,0.6,0.026,0.005,,,0.012,,,,,,,0.77625,0.00443875,Buttonwood Sound,4,Gulf Coast,2.18
208,568,NCCA10-2432,FL,7/13/2010,0.0,3.85,0.013,0.008,,,0.013,,,,,,,0.36125,0.02040375,The Narrows,4,Gulf Coast,3.6
209,571,NCCA10-1679,FL,7/12/2010,0.0,18.08,0.01,0.042,,,0.01,,,,,,,0.70375,0.091095,Whitney River,4,Gulf Coast,1.0
210,572,NCCA10-1677,FL,7/13/2010,0.004,2.25,0.011,0.012,,,0.007,,,,,,,0.65875,0.01457125,Whitewater Bay,4,Gulf Coast,1.7
211,573,NCCA10-1675,FL,7/12/2010,0.0,5.32,0.009,0.022,,,0.009,,,,,,,0.58875,0.03625125,Chokoloskee Bay,4,Gulf Coast,1.27
212,575,NCCA10-1665,FL,7/20/2010,0.07,0.81,0.095,0.006,,,0.025,,,,,,,0.8125,0.00427,Little Blackwater Sound,4,Gulf Coast,1.75
213,576,NCCA10-1663,FL,7/19/2010,0.042,1.23,0.075,0.007,,,0.033,,,,,,,0.97,0.0061075,Joe Bay,4,Gulf Coast,1.0
214,577,NCCA10-1662,FL,7/15/2010,0.008,0.81,0.023,0.013,,,0.015,,,,,,,0.5075,0.00853375,Florida Bay,4,Gulf Coast,1.2
215,578,NCCA10-1661,FL,7/21/2010,0.114,1.59,0.296,0.007,,,0.182,,,,,,,0.93,0.00720125,Blackwater Sound,4,Gulf Coast,2.5
216,579,NCCA10-1660,FL,7/20/2010,0.062,1.19,0.087,0.007,,,0.025,,,,,,,0.8425,0.00524625,Little Blackwater Sound,4,Gulf Coast,1.25
217,580,NCCA10-1657,FL,7/15/2010,0.0,5.08,0.014,0.01,,,0.014,,,,,,,0.4275,0.02228,Florida Bay,4,Gulf Coast,2.16
218,584,NCCA10-1645,FL,7/21/2010,0.006,0.59,0.175,0.004,,,0.169,,,,,,,0.4675,0.00310375,Little Card Sound,4,Gulf Coast,1.75
219,585,NCCA10-1644,FL,7/21/2010,0.001,0.62,0.134,0.004,,,0.133,,,,,,,0.49,0.00250625,Little Card Sound,4,Gulf Coast,2.57
220,586,NCCA10-1638,FL,7/20/2010,0.014,0.53,0.043,0.007,,,0.029,,,,,,,0.5925,0.00353625,Barnes Sound,4,Gulf Coast,2.1
221,587,NCCA10-1528,VA,7/13/2010,0.004,14.8,0.004,0.03,3.1,0.001,0.001,0.0,0.284,0.0493,0.216,0.033,,0.5,0.0823,Warwick River,3,East Coast,3.0
222,588,NCCA10-1506,VA,7/13/2010,0.025,12.2,0.03,0.043,3.2,0.005,0.005,0.0,0.272,0.0353,0.194,0.045,,0.466,0.0803,Lower James River,3,East Coast,1.5
223,589,NCCA10-1485,FL,7/15/2010,0.001,1.45,0.017,0.009,,,0.016,,,,,,,0.29,0.00743625,Choctawhatchee Bay,4,Gulf Coast,9.8
224,590,NCCA10-1481,FL,7/15/2010,0.0,8.46,0.011,0.015,,,0.011,,,,,,,0.34625,0.0244,Choctawhatchee Bay,4,Gulf Coast,4.0
225,591,NCCA10-1464,LA,7/19/2010,0.005,11.09,0.005,0.064,,,0.0,,,,,,,0.44625,0.08766625,Lake Borgne,6,Gulf Coast,3.2
226,592,NCCA10-1455,LA,7/19/2010,0.002,13.4,0.01,0.055,,,0.008,,,,,,,0.52625,0.087715,Lake Borgne,6,Gulf Coast,4.0
227,593,NCCA10-1449,LA,7/20/2010,0.003,6.01,0.003,0.072,,,0.0,,,,,,,0.42875,0.09431625,Lake Borgne,6,Gulf Coast,3.5
228,594,NCCA10-1448,LA,7/18/2010,0.003,8.47,0.003,0.062,,,0.0,,,,,,,0.4575,0.09979125,Lake Borgne,6,Gulf Coast,3.3
229,595,NCCA10-1446,LA,7/12/2010,0.006,9.51,0.006,0.098,,,0.0,,,,,,,0.46125,0.132235,Lake Maurepas,6,Gulf Coast,3.7
230,596,NCCA10-1434,FL,7/12/2010,0.0,2.69,0.017,0.009,,,0.017,,,,,,,0.35375,0.01660125,Pensacola Bay,4,Gulf Coast,10.9
231,597,NCCA10-1431,FL,7/12/2010,0.002,2.86,0.018,0.008,,,0.016,,,,,,,0.3,0.0169225,Pensacola Bay,4,Gulf Coast,7.3
232,598,NCCA10-1430,FL,7/13/2010,0.0,6.33,0.014,0.012,,,0.014,,,,,,,0.4475,0.02879875,Santa Rosa Sound,4,Gulf Coast,3.3
233,599,NCCA10-1433,FL,7/13/2010,0.001,6.64,0.018,0.01,,,0.017,,,,,,,0.36,0.0226975,Santa Rosa Sound,4,Gulf Coast,5.76
234,600,NCCA10-1432,FL,7/14/2010,0.002,5.87,0.032,0.01,,,0.03,,,,,,,0.33875,0.0164,East Bay,4,Gulf Coast,2.05
235,601,NCCA10-1429,FL,7/14/2010,0.001,10.69,0.016,0.01,,,0.015,,,,,,,0.4075,0.021015,East Bay,4,Gulf Coast,2.84
236,603,NCCA10-1427,FL,7/14/2010,0.001,,0.061,0.015,,,0.06,,,,,,,0.495,0.02319375,Escambia Bay,4,Gulf Coast,1.82
237,616,NCCA10-1289,OR,6/23/2010,0.004,2.76376,0.226,0.049,,,0.222,,,,,,,0.436875,0.062795625,Coos Bay,10,West Coast,2.0
238,617,NCCA10-1285,OR,6/22/2010,0.0,6.44,0.421,0.073,,,0.421,,,,,,,0.509375,0.067675625,Coquille River,10,West Coast,2.5
239,618,NCCA10-1277,OR,7/8/2010,0.02,6.64,0.34,0.07,,,0.32,,,,,,,0.50125,0.07281,Alsea Bay,10,West Coast,1.9
240,619,NCCA10-1269,OR,7/6/2010,0.004,11.58,0.01,0.015,,,0.006,,,,,,,0.2675,0.03471,Siuslaw River,10,West Coast,2.1
241,620,NCCA10-1257,OR,7/9/2010,0.032,3.34,0.103,0.037,,,0.071,,,,,,,0.37875,0.06652,Yaquina River,10,West Coast,1.5
242,621,NCCA10-1246,WA,7/13/2010,0.003,1.76,0.01,0.015,,,0.007,,,,,,,0.14375,0.0246675,Dabob Bay,10,West Coast,4.0
243,622,NCCA10-1237,WA,7/14/2010,0.0,0.84,0.0,0.013,,,0.0,,,,,,,0.1325,0.021105,Hood Canal,10,West Coast,78.0
244,623,NCCA10-1236,WA,7/15/2010,0.001,3.76,0.036,0.023,,,0.035,,,,,,,0.24625,0.04569375,Useless Bay,10,West Coast,43.0
245,624,NCCA10-1240,WA,7/7/2010,0.011,17.9,0.023,0.009,,,0.012,,,,,,,0.35625,0.06113875,Puget Sound,10,West Coast,198.0
246,625,NCCA10-1221,WA,6/9/2010,0.006,7.62,0.203,0.031,,,0.197,,,,,,,0.3,0.0684,Columbia River,10,West Coast,5.5
247,626,NCCA10-1218,OR,6/8/2010,0.006,7.79008,0.195,0.03,,,0.189,,,,,,,0.31,0.05351625,Columbia River,10,West Coast,2.2
248,627,NCCA10-1216,WA,7/14/2010,0.086,1.62,0.221,0.034,,,0.135,,,,,,,0.3875,0.069545,Baker Bay,10,West Coast,1.3
249,628,NCCA10-1215,OR,6/7/2010,0.003,8.91,0.191,0.029,,,0.188,,,,,,,0.30125,0.050585,Columbia River,10,West Coast,6.96
250,629,NCCA10-1207,GA,7/27/2010,0.0,11.31,0.025,0.058,,,0.025,,,,,,,0.5575,0.09526625,Medway River,4,East Coast,4.25
251,630,NCCA10-1203,NC,7/20/2010,0.003,10.72,0.028,0.012,,,0.025,,,,,,,0.58375,0.0816075,New River,4,East Coast,0.3
252,631,NCCA10-1198,GA,7/28/2010,0.006,17.87,0.016,0.039,,,0.01,,,,,,,0.6175,0.096125,Bear River,4,East Coast,7.0
253,634,NCCAGL10-1179,OH,6/14/2010,0.01,4.97,0.571,0.004,,,0.561,,,,,,,0.92125,0.01563,Lake Erie,5,Great Lakes,13.5
254,635,NCCAGL10-1174,OH,7/7/2010,0.007,2.3,0.392,0.004,,,0.385,,,,,,,0.61875,0.00879375,Lake Erie,5,Great Lakes,12.0
255,636,NCCA10-1174,FL,6/29/2010,0.034,6.58,0.043,0.008,,,0.009,,,,,,,1.09125,0.028263375,Indian River Lagoon,4,East Coast,1.12
256,637,NCCA10-1171,FL,6/29/2010,0.005,11.71,0.012,0.008,,,0.007,,,,,,,1.08625,0.03685825,Indian River Lagoon,4,East Coast,2.07
257,638,NCCA10-1170,FL,6/29/2010,0.016,12.03,0.026,0.034,,,0.01,,,,,,,0.72925,0.07406925,Mosquito Lagoon,4,East Coast,1.0
258,639,NCCA10-1166,VA,7/8/2010,0.009,19.4,0.009,0.003,1.5,0.002,0.002,0.001,0.877,0.0103,0.582,0.008,,1.459,0.0183,Back Bay,3,East Coast,1.5
259,640,NCCA10-1165,NC,6/21/2010,0.004,10.02,0.004,0.009,,,0.0,,,,,,,0.460625,0.026851875,Albermarle Sound,4,East Coast,2.6
260,641,NCCAGL10-1164,OH,7/22/2010,0.002,12.12,0.483,0.006,,,0.481,,,,,,,0.865,0.02337625,Lake Erie,5,Great Lakes,9.0
261,642,NCCA10-1161,NC,7/14/2010,0.001,8.39,0.014,0.018,,,0.013,,,,,,,0.5075,0.0381025,Jarrett Bay,4,East Coast,1.0
262,643,NCCAGL10-1158,OH,7/20/2010,0.043,16.11,0.2,0.008,,,0.157,,,,,,,0.56625,0.02442625,Lake Erie,5,Great Lakes,10.5
263,644,NCCA10-1157,NC,7/28/2010,0.015,2.35,0.049,0.01,,,0.034,,,,,,,0.48875,0.03009,Newport River,4,East Coast,0.4
264,645,NCCAGL10-1141,OH,6/9/2010,0.034,3.82,0.496,0.005,,,0.462,,,,,,,0.68375,0.01499,Lake Erie,5,Great Lakes,12.5
265,646,NCCAGL10-1137,OH,7/7/2010,0.005,2.63,0.298,0.004,,,0.293,,,,,,,0.53,0.00967875,Lake Erie,5,Great Lakes,13.0
266,647,NCCA10-1137,NC,7/14/2010,0.001,14.98,0.001,0.094,,,0.0,,,,,,,0.6275,0.15157875,South River,4,East Coast,2.0
267,649,NCCAGL10-1125,MI,7/9/2010,0.012,0.42,0.247,0.006,,,0.235,,,,,,,0.37,0.00229,Lake Huron,5,Great Lakes,1.3
268,650,NCCAGL10-1121,MI,7/14/2010,0.004,1.37,0.229,0.004,,,0.225,,,,,,,0.395,0.003675,Lake Huron,5,Great Lakes,7.5
269,651,NCCAGL10-1103,MI,7/15/2010,0.006,2.51,0.006,0.006,,,0.0,,,,,,,0.30125,0.00988375,Lake Huron,5,Great Lakes,0.4
270,652,NCCAGL10-1094,MI,7/1/2010,0.006,0.63,0.264,0.005,,,0.258,,,,,,,0.395,0.003245,Lake Huron,5,Great Lakes,25.5
271,653,NCCA10-1076,ME,7/13/2010,0.0,2.08,0.009,0.016,,,0.009,,,,,,,0.24875,0.02475625,Muscongus Bay,1,East Coast,2.5
272,654,NCCAGL10-1072,MI,7/21/2010,0.002,1.09,0.257,0.007,,,0.255,,,,,,,0.41375,0.00302375,Lake Michigan,5,Great Lakes,4.3
273,655,NCCAGL10-1065,MI,7/20/2010,0.004,5.31,0.237,0.006,,,0.233,,,,,,,0.4875,0.007275,Lake Michigan,5,Great Lakes,6.4
274,656,NCCAGL10-1060,MI,7/21/2010,0.005,0.58,0.291,0.004,,,0.286,,,,,,,0.45875,0.00249125,Lake Michigan,5,Great Lakes,9.4
275,662,NCCA10-2230,WA,7/13/2010,0.003,0.53,0.01,0.014,,,0.007,,,,,,,0.12375,0.02284125,Hood Canal,10,West Coast,68.0
276,663,NCCAGL10-2136,OH,6/14/2010,0.06,2.81,0.68,0.005,,,0.62,,,,,,,0.79625,0.012205,Lake Erie,5,Great Lakes,1.6
277,687,NCCA10-1017,ME,8/29/2010,0.025,2.66,0.042,0.027,,,0.017,,,,,,,0.23625,0.0447875,Luckse Sound,1,East Coast,13.5
278,688,NCCA10-1020,ME,8/30/2010,0.007,2.66,0.016,0.023,,,0.009,,,,,,,0.18875,0.03552375,Broad Sound,1,East Coast,13.8
279,689,NCCA10-1021,ME,8/29/2010,0.005,3.91,0.011,0.031,,,0.006,,,,,,,0.215,0.04924,Cousins Island Sound,1,East Coast,20.6
280,690,NCCA10-1022,ME,8/30/2010,0.005,2.21,0.016,0.02,,,0.011,,,,,,,0.19,0.03161,Casco Bay,1,East Coast,38.5
281,691,NCCA10-1023,MA,7/9/2010,0.056,5.2,0.098,0.022,,,0.042,,,,,,,0.3125,0.03638125,Boston Inner Harbor,1,East Coast,8.1
282,692,NCCA10-1024,MA,7/8/2010,0.001,3.18,0.019,0.021,,,0.018,,,,,,,0.23,0.03525375,Plum Island Sound,1,East Coast,3.0
283,693,NCCA10-1025,MA,7/15/2010,0.0,4.95,0.011,0.009,,,0.011,,,,,,,0.24875,0.02278,Kingston Bay,1,East Coast,7.2
284,694,NCCA10-1026,MA,7/8/2010,0.0,1.26,0.018,0.009,,,0.018,,,,,,,0.155,0.0187525,Gloucester Harbor,1,East Coast,9.0
285,695,NCCA10-1028,MA,7/8/2010,0.0,3.31,0.018,0.007,,,0.018,,,,,,,0.19375,0.01972125,Salem Sound,1,East Coast,13.2
286,696,NCCA10-1029,MA,7/15/2010,0.0,4.52,0.011,0.011,,,0.011,,,,,,,0.25125,0.03079375,Plymouth Bay,1,East Coast,1.2
287,697,NCCA10-1030,MA,7/9/2010,0.001,5.196114286,0.02,0.019,,,0.019,,,,,,,0.2425,0.0451,Broad Sound,1,East Coast,2.2
288,699,NCCA10-1033,MA,7/16/2010,0.0,3.93,0.009,0.017,,,0.009,,,,,,,0.23625,0.03467375,Quincy Bay,1,East Coast,3.0
289,700,NCCA10-1037,NH,7/21/2010,0.01,11.34,0.021,0.025,,,0.011,0.0,,,,,,0.557,0.051,Piscataqua River,1,East Coast,1.4
290,701,NCCA10-1040,NH,8/3/2010,0.016,3.93,0.038,0.031,,,0.022,0.0,,,,,,0.373,0.032,Little Harbor,1,East Coast,0.3
291,703,NCCA10-1049,ME,7/22/2010,0.0,4.17,0.147,0.017,,,0.147,,,,,,,0.2675,0.02963875,Stockton Harbor,1,East Coast,4.5
292,704,NCCA10-1051,ME,7/20/2010,0.0,6.4619,0.022,0.021,,,0.022,,,,,,,0.21125,0.02609125,East Penobscot Bay,1,East Coast,27.4
293,705,NCCA10-1052,ME,7/20/2010,0.0,1.5,0.021,0.012,,,0.021,,,,,,,0.21625,0.0265575,West Penobscot Bay,1,East Coast,51.5
294,706,NCCA10-1053,ME,7/19/2010,0.0,1.46,0.021,0.006,,,0.021,,,,,,,0.205,0.015265,West Penobscot Bay,1,East Coast,36.7
295,707,NCCA10-1054,ME,7/21/2010,0.0,4.28,0.022,0.03,,,0.022,,,,,,,0.255,0.0847525,West Penobscot Bay,1,East Coast,19.0
296,708,NCCA10-1055,ME,7/19/2010,0.0,4.87,0.022,0.01,,,0.022,,,,,,,0.19375,0.02285375,East Penobscot Bay,1,East Coast,32.0
297,709,NCCA10-1056,ME,7/22/2010,0.0,3.15,0.121,0.01,,,0.121,,,,,,,0.23375,0.0251725,East Penobscot Bay,1,East Coast,18.5
298,710,NCCA10-1057,ME,7/20/2010,0.0,4.49,0.025,0.012,,,0.025,,,,,,,0.215,0.02325375,East Penobscot Bay,1,East Coast,28.0
299,712,NCCA10-1061,ME,8/3/2010,0.006,1.31,0.023,0.012,,,0.017,,,,,,,0.18875,0.027455625,Union River Bay,1,East Coast,26.5
300,713,NCCA10-1063,ME,7/29/2010,0.004,3.64,0.017,0.018,,,0.013,,,,,,,0.2475,0.0326325,Muscongus Sound,1,East Coast,19.7
301,714,NCCA10-1064,ME,8/11/2010,0.012,1.04,0.092,0.025,,,0.08,,,,,,,0.26625,0.0289775,Machias Bay,1,East Coast,27.1
302,715,NCCA10-1065,ME,7/23/2010,0.0,1.36,0.123,0.009,,,0.123,,,,,,,0.25375,0.02198875,Blue Hill Bay,1,East Coast,6.1
303,716,NCCA10-1068,ME,8/4/2010,0.007,4.10984,0.025,0.014,,,0.018,,,,,,,0.25875,0.031315625,Pleasant Bay,1,East Coast,15.5
304,717,NCCA10-1069,ME,8/2/2010,0.004,0.97,0.022,0.012,,,0.018,,,,,,,0.221875,0.02441375,Eggemoggin Reach,1,East Coast,5.5
305,718,NCCA10-1071,ME,9/1/2010,0.003,4.28,0.008,0.019,,,0.005,,,,,,,0.20875,0.03414375,Sheepscot Bay,1,East Coast,25.5
306,719,NCCA10-1072,ME,8/4/2010,0.013,4.92608,0.035,0.021,,,0.022,,,,,,,0.27125,0.036963125,Narraguagus Bay,1,East Coast,3.5
307,720,NCCA10-1074,ME,7/27/2010,0.002,1.28,0.031,0.014,,,0.029,,,,,,,0.29125,0.02624875,Saco Bay,1,East Coast,3.2
308,721,NCCA10-1078,ME,7/28/2010,0.03,2.1,0.081,0.027,,,0.051,,,,,,,0.34125,0.04478875,Sheepscot River,1,East Coast,2.1
309,722,NCCA10-1082,ME,8/3/2010,0.005,2.69,0.023,0.014,,,0.018,,,,,,,0.25125,0.035394375,Bartlett Narrows,1,East Coast,16.5
310,723,NCCA10-1083,ME,8/10/2010,0.008,3.78,0.038,0.025,,,0.03,,,,,,,0.29375,0.02754,Western Bay,1,East Coast,10.0
311,724,NCCA10-1084,ME,7/22/2010,0.0,3.39,0.152,0.011,,,0.152,,,,,,,0.26875,0.02633375,Jericho Bay,1,East Coast,16.1
312,725,NCCA10-1085,ME,8/10/2010,0.007,3.72,0.029,0.021,,,0.022,,,,,,,0.23125,0.02366875,Western Bay,1,East Coast,36.5
313,726,NCCA10-1114,CA,7/26/2010,0.039,1.66,0.075,0.031,,,0.036,,,,,,,0.4775,0.06872625,Morro Bay,9,West Coast,0.8
314,727,NCCA10-1118,CA,7/27/2010,0.004,11.2,0.07,0.018,,,0.066,,,,,,,0.4825,0.05289625,San Luis Obispo Bay,9,West Coast,8.9
315,728,NCCA10-1130,CA,7/26/2010,0.08,0.94,0.127,0.043,,,0.047,,,,,,,0.47625,0.057265,Morro Bay,9,West Coast,0.8
316,729,NCCA10-1132,CA,8/11/2010,0.047,6.24,0.109,0.037,,,0.062,,,,,,,0.39375,0.02838875,Drakes Bay,9,West Coast,2.0
317,731,NCCA10-1135,NC,7/26/2010,0.0,42.1,0.0,0.004,,,0.0,,,,,,,0.93625,0.04283,Albermarle Sound,4,East Coast,4.8
318,732,NCCA10-1136,NC,7/20/2010,0.005,16.34,0.005,0.007,,,0.0,,,,,,,0.74,0.0325475,Roanoke Sound,4,East Coast,2.8
319,733,NCCA10-1150,NC,7/26/2010,0.0,11.03,0.01,0.005,,,0.01,,,,,,,0.69375,0.026965,Pamlico Sound,4,East Coast,2.7
